ID,in_the_wild
CVE-1999-0674,0
CVE-1999-0675,0
CVE-1999-0676,0
CVE-1999-0677,0
CVE-1999-0678,0
CVE-1999-0679,0
CVE-1999-0680,0
CVE-1999-0681,0
CVE-1999-0682,0
CVE-1999-0683,0
CVE-1999-0684,0
CVE-1999-0685,0
CVE-1999-0686,0
CVE-1999-0687,0
CVE-1999-0688,0
CVE-1999-0689,0
CVE-1999-0690,0
CVE-1999-0691,0
CVE-1999-0692,0
CVE-1999-0693,0
CVE-1999-0694,0
CVE-1999-0695,0
CVE-1999-0696,0
CVE-1999-0697,0
CVE-1999-0698,0
CVE-1999-0699,0
CVE-1999-0700,0
CVE-1999-0701,0
CVE-1999-0702,0
CVE-1999-0703,0
CVE-1999-0704,0
CVE-1999-0705,0
CVE-1999-0706,0
CVE-1999-0707,0
CVE-1999-0708,0
CVE-1999-0710,0
CVE-1999-0711,0
CVE-1999-0712,0
CVE-1999-0713,0
CVE-1999-0714,0
CVE-1999-0715,0
CVE-1999-0716,0
CVE-1999-0717,0
CVE-1999-0718,0
CVE-1999-0719,0
CVE-1999-0720,0
CVE-1999-0721,0
CVE-1999-0722,0
CVE-1999-0723,0
CVE-1999-0724,0
CVE-1999-0725,0
CVE-1999-0726,0
CVE-1999-0727,0
CVE-1999-0728,0
CVE-1999-0729,0
CVE-1999-0730,0
CVE-1999-0731,0
CVE-1999-0732,0
CVE-1999-0733,0
CVE-1999-0734,0
CVE-1999-0735,0
CVE-1999-0736,0
CVE-1999-0737,0
CVE-1999-0738,0
CVE-1999-0739,0
CVE-1999-0740,0
CVE-1999-0741,0
CVE-1999-0742,0
CVE-1999-0743,0
CVE-1999-0744,0
CVE-1999-0745,0
CVE-1999-0746,0
CVE-1999-0747,0
CVE-1999-0748,0
CVE-1999-0749,1
CVE-1999-0750,0
CVE-1999-0751,0
CVE-1999-0752,0
CVE-1999-0753,0
CVE-1999-0754,0
CVE-1999-0755,0
CVE-1999-0756,0
CVE-1999-0757,0
CVE-1999-0758,0
CVE-1999-0759,0
CVE-1999-0760,0
CVE-1999-0761,0
CVE-1999-0762,0
CVE-1999-0763,0
CVE-1999-0764,0
CVE-1999-0765,0
CVE-1999-0766,0
CVE-1999-0767,0
CVE-1999-0768,0
CVE-1999-0769,0
CVE-1999-0770,0
CVE-1999-0771,0
CVE-1999-0772,0
CVE-1999-0773,0
CVE-1999-0774,0
CVE-1999-0775,0
CVE-1999-0776,0
CVE-1999-0777,0
CVE-1999-0778,0
CVE-1999-0779,0
CVE-1999-0780,0
CVE-1999-0781,0
CVE-1999-0782,0
CVE-1999-0783,0
CVE-1999-0784,0
CVE-1999-0785,0
CVE-1999-0786,0
CVE-1999-0787,0
CVE-1999-0788,0
CVE-1999-0789,0
CVE-1999-0790,0
CVE-1999-0791,0
CVE-1999-0792,0
CVE-1999-0793,0
CVE-1999-0794,0
CVE-1999-0795,0
CVE-1999-0796,0
CVE-1999-0797,0
CVE-1999-0798,0
CVE-1999-0799,0
CVE-1999-0800,0
CVE-1999-0801,0
CVE-1999-0802,0
CVE-1999-0803,0
CVE-1999-0804,0
CVE-1999-0805,0
CVE-1999-0806,0
CVE-1999-0807,0
CVE-1999-0808,0
CVE-1999-0809,0
CVE-1999-0810,0
CVE-1999-0811,0
CVE-1999-0812,0
CVE-1999-0813,0
CVE-1999-0814,0
CVE-1999-0815,0
CVE-1999-0816,0
CVE-1999-0817,0
CVE-1999-0818,0
CVE-1999-0819,0
CVE-1999-0820,0
CVE-1999-0821,0
CVE-1999-0822,0
CVE-1999-0823,0
CVE-1999-0824,0
CVE-1999-0825,0
CVE-1999-0826,0
CVE-1999-0827,0
CVE-1999-0828,0
CVE-1999-0829,0
CVE-1999-0830,0
CVE-1999-0831,0
CVE-1999-0832,0
CVE-1999-0833,0
CVE-1999-0834,0
CVE-1999-0835,0
CVE-1999-0836,0
CVE-1999-0837,0
CVE-1999-0838,1
CVE-1999-0839,0
CVE-1999-0840,0
CVE-1999-0841,0
CVE-1999-0842,0
CVE-1999-0843,0
CVE-1999-0844,0
CVE-1999-0845,0
CVE-1999-0846,0
CVE-1999-0847,0
CVE-1999-0848,0
CVE-1999-0849,0
CVE-1999-0850,0
CVE-1999-0851,0
CVE-1999-0852,0
CVE-1999-0853,0
CVE-1999-0854,0
CVE-1999-0855,0
CVE-1999-0856,0
CVE-1999-0857,0
CVE-1999-0858,0
CVE-1999-0859,0
CVE-1999-0860,0
CVE-1999-0861,0
CVE-1999-0862,0
CVE-1999-0863,0
CVE-1999-0864,0
CVE-1999-0865,0
CVE-1999-0866,0
CVE-1999-0867,0
CVE-1999-0868,0
CVE-1999-0869,0
CVE-1999-0870,0
CVE-1999-0871,0
CVE-1999-0872,0
CVE-1999-0873,0
CVE-1999-0874,1
CVE-1999-0875,0
CVE-1999-0876,0
CVE-1999-0877,0
CVE-1999-0878,0
CVE-1999-0879,0
CVE-1999-0880,0
CVE-1999-0881,0
CVE-1999-0882,0
CVE-1999-0883,0
CVE-1999-0884,0
CVE-1999-0885,0
CVE-1999-0886,0
CVE-1999-0887,0
CVE-1999-0888,0
CVE-1999-0889,0
CVE-1999-0890,0
CVE-1999-0891,0
CVE-1999-0892,0
CVE-1999-0893,0
CVE-1999-0894,0
CVE-1999-0895,0
CVE-1999-0896,0
CVE-1999-0897,0
CVE-1999-0898,0
CVE-1999-0899,0
CVE-1999-0900,0
CVE-1999-0901,0
CVE-1999-0902,0
CVE-1999-0903,0
CVE-1999-0904,0
CVE-1999-0905,0
CVE-1999-0906,0
CVE-1999-0907,0
CVE-1999-0908,0
CVE-1999-0909,0
CVE-1999-0910,0
CVE-1999-0911,0
CVE-1999-0912,0
CVE-1999-0913,0
CVE-1999-0914,0
CVE-1999-0915,0
CVE-1999-0916,0
CVE-1999-0917,0
CVE-1999-0918,0
CVE-1999-0919,0
CVE-1999-0920,0
CVE-1999-0921,0
CVE-1999-0922,0
CVE-1999-0923,0
CVE-1999-0924,0
CVE-1999-0925,0
CVE-1999-0926,0
CVE-1999-0927,0
CVE-1999-0928,0
CVE-1999-0929,0
CVE-1999-0930,0
CVE-1999-0931,0
CVE-1999-0932,0
CVE-1999-0933,0
CVE-1999-0934,0
CVE-1999-0935,0
CVE-1999-0936,0
CVE-1999-0937,0
CVE-1999-0938,0
CVE-1999-0939,0
CVE-1999-0940,0
CVE-1999-0941,0
CVE-1999-0942,0
CVE-1999-0943,0
CVE-1999-0944,0
CVE-1999-0945,0
CVE-1999-0946,0
CVE-1999-0947,0
CVE-1999-0948,0
CVE-1999-0949,0
CVE-1999-0950,1
CVE-1999-0951,0
CVE-1999-0952,0
CVE-1999-0953,0
CVE-1999-0954,0
CVE-1999-0955,0
CVE-1999-0956,0
CVE-1999-0957,0
CVE-1999-0958,0
CVE-1999-0959,0
CVE-1999-0960,0
CVE-1999-0961,0
CVE-1999-0962,0
CVE-1999-0963,0
CVE-1999-0964,0
CVE-1999-0965,0
CVE-1999-0966,0
CVE-1999-0967,0
CVE-1999-0968,0
CVE-1999-0969,0
CVE-1999-0970,0
CVE-1999-0971,0
CVE-1999-0972,0
CVE-1999-0973,0
CVE-1999-0974,0
CVE-1999-0975,0
CVE-1999-0976,0
CVE-1999-0977,0
CVE-1999-0978,0
CVE-1999-0979,0
CVE-1999-0980,0
CVE-1999-0981,0
CVE-1999-0982,0
CVE-1999-0983,0
CVE-1999-0984,0
CVE-1999-0985,0
CVE-1999-0986,0
CVE-1999-0987,0
CVE-1999-0988,0
CVE-1999-0989,0
CVE-1999-0990,0
CVE-1999-0991,0
CVE-1999-0992,0
CVE-1999-0993,0
CVE-1999-0994,0
CVE-1999-0995,0
CVE-1999-0996,0
CVE-1999-0997,0
CVE-1999-0998,0
CVE-1999-0999,0
CVE-1999-1000,0
CVE-1999-1001,0
CVE-1999-1002,0
CVE-1999-1003,0
CVE-1999-1004,0
CVE-1999-1005,0
CVE-1999-1006,0
CVE-1999-1007,0
CVE-1999-1008,0
CVE-1999-1009,0
CVE-1999-1010,0
CVE-1999-1011,1
CVE-1999-1012,0
CVE-1999-1013,0
CVE-1999-1014,0
CVE-1999-1015,0
CVE-1999-1016,0
CVE-1999-1017,0
CVE-1999-1018,0
CVE-1999-1019,0
CVE-1999-1020,0
CVE-1999-1021,0
CVE-1999-1022,0
CVE-1999-1023,0
CVE-1999-1024,0
CVE-1999-1025,0
CVE-1999-1026,0
CVE-1999-1027,0
CVE-1999-1028,0
CVE-1999-1029,0
CVE-1999-1030,0
CVE-1999-1031,0
CVE-1999-1032,0
CVE-1999-1033,0
CVE-1999-1034,0
CVE-1999-1035,0
CVE-1999-1036,0
CVE-1999-1037,0
CVE-1999-1038,0
CVE-1999-1039,0
CVE-1999-1040,0
CVE-1999-1041,0
CVE-1999-1042,0
CVE-1999-1043,0
CVE-1999-1044,0
CVE-1999-1045,0
CVE-1999-1046,0
CVE-1999-1047,0
CVE-1999-1048,0
CVE-1999-1049,0
CVE-1999-1050,0
CVE-1999-1051,0
CVE-1999-1052,0
CVE-1999-1053,0
CVE-1999-1054,0
CVE-1999-1055,0
CVE-1999-1056,0
CVE-1999-1057,0
CVE-1999-1058,0
CVE-1999-1059,0
CVE-1999-1060,0
CVE-1999-1061,0
CVE-1999-1062,0
CVE-1999-1063,0
CVE-1999-1064,0
CVE-1999-1065,0
CVE-1999-1066,0
CVE-1999-1067,0
CVE-1999-1068,0
CVE-1999-1069,0
CVE-1999-1070,0
CVE-1999-1071,0
CVE-1999-1072,0
CVE-1999-1073,0
CVE-1999-1074,0
CVE-1999-1075,0
CVE-1999-1076,0
CVE-1999-1077,0
CVE-1999-1078,0
CVE-1999-1079,0
CVE-1999-1080,0
CVE-1999-1081,0
CVE-1999-1082,0
CVE-1999-1083,0
CVE-1999-1084,0
CVE-1999-1085,0
CVE-1999-1086,0
CVE-1999-1087,0
CVE-1999-1088,0
CVE-1999-1089,0
CVE-1999-1090,0
CVE-1999-1091,0
CVE-1999-1092,0
CVE-1999-1093,0
CVE-1999-1094,0
CVE-1999-1095,0
CVE-1999-1096,0
CVE-1999-1097,0
CVE-1999-1098,0
CVE-1999-1099,0
CVE-1999-1100,0
CVE-1999-1101,0
CVE-1999-1102,0
CVE-1999-1103,0
CVE-1999-1104,0
CVE-1999-1105,0
CVE-1999-1106,0
CVE-1999-1107,0
CVE-1999-1108,0
CVE-1999-1109,0
CVE-1999-1110,0
CVE-1999-1111,0
CVE-1999-1112,0
CVE-1999-1113,0
CVE-1999-1114,0
CVE-1999-1115,0
CVE-1999-1116,0
CVE-1999-1117,0
CVE-1999-1118,0
CVE-1999-1119,0
CVE-1999-1120,0
CVE-1999-1121,0
CVE-1999-1122,0
CVE-1999-1123,0
CVE-1999-1124,0
CVE-1999-1125,0
CVE-1999-1126,0
CVE-1999-1127,0
CVE-1999-1128,0
CVE-1999-1129,0
CVE-1999-1130,0
CVE-1999-1131,0
CVE-1999-1132,0
CVE-1999-1133,0
CVE-1999-1134,0
CVE-1999-1135,0
CVE-1999-1136,0
CVE-1999-1137,0
CVE-1999-1138,0
CVE-1999-1139,0
CVE-1999-1140,0
CVE-1999-1141,0
CVE-1999-1142,0
CVE-1999-1143,0
CVE-1999-1144,0
CVE-1999-1145,0
CVE-1999-1146,0
CVE-1999-1147,0
CVE-1999-1148,0
CVE-1999-1149,0
CVE-1999-1150,0
CVE-1999-1151,0
CVE-1999-1152,0
CVE-1999-1153,0
CVE-1999-1154,0
CVE-1999-1155,0
CVE-1999-1156,0
CVE-1999-1157,0
CVE-1999-1158,0
CVE-1999-1159,0
CVE-1999-1160,0
CVE-1999-1161,0
CVE-1999-1162,0
CVE-1999-1163,0
CVE-1999-1164,0
CVE-1999-1165,0
CVE-1999-1166,0
CVE-1999-1167,0
CVE-1999-1168,0
CVE-1999-1169,0
CVE-1999-1170,0
CVE-1999-1171,0
CVE-1999-1172,0
CVE-1999-1173,0
CVE-1999-1174,0
CVE-1999-1175,0
CVE-1999-1176,0
CVE-1999-1177,0
CVE-1999-1178,0
CVE-1999-1179,0
CVE-1999-1180,0
CVE-1999-1181,0
CVE-1999-1182,0
CVE-1999-1183,0
CVE-1999-1184,0
CVE-1999-1185,0
